make,model,version,ano,tech_on,adas_on,seg_on,confort_on,tech_on_pdf,adas_on_pdf,seg_on_pdf,confort_on_pdf
BMW,Z4,3.5SDRIVEIADESIGN PURE IMPULSE,2013,0,1,1,2,,,,
BMW,Z4,DRIVE18I DESIGN PURE TRACTION,2014,0,1,1,2,,,,
BMW,Z4,3.0 SDRIVE35IS M SPORT,2015,0,1,1,2,,,,
BMW,Z4,2.0 18IA SDRIVE,2016,0,1,1,2,,,,
BMW,Z4,3.0 M40IA,2019,2,0,2,2,,,,
BMW,Z4,2.0 SDRIVE20IA M SPORT,2020,2,2,1,2,,,,
BMW,Z4,M40I,2021,2,1,1,2,,,,
BMW,Z4,M40I,2022,2,1,1,2,,,,
BMW,Z4,SDRIVE20I,2023,2,1,1,2,,,,
BMW,Z4,M40I,2024,3,1,1,2,,,,
BMW,Z4,M40I,2025,3,0,2,2,,,,
BMW,Z8,-,2001,0,0,2,2,,,,
BMW,Z8,-,2002,0,0,2,2,,,,
BMW,Z8,-,2003,0,0,2,2,,,,
BPS,1500,CHASIS,2025,1,0,1,2,,,,
BPS,V2,V2,2025,1,0,1,2,,,,
BPS,X7,CAJA SECA,2025,1,0,1,2,,,,
BUICK,CENTURY,A CLOTH,1995,0,0,1,2,,,,
BUICK,CENTURY,B LEATHER SUNROOF,1996,0,0,1,3,,,,
BUICK,ENCLAVE,CXL AWD C,2010,0,0,2,3,,,,
BUICK,ENCLAVE,CXL AWD C,2011,0,0,0,2,,,,
BUICK,ENCLAVE,CXL AWD D,2012,0,0,1,3,,,,
BUICK,ENCLAVE,CXL AWD D,2013,0,0,1,3,,,,
BUICK,ENCLAVE,CXL AWD D,2014,0,0,1,3,,,,
BUICK,ENCLAVE,PREMIUM D AWD,2015,1,1,1,3,,,,
BUICK,ENCLAVE,PREMIUM D AWD,2016,1,1,1,3,,,,
BUICK,ENCLAVE,PREMIUM D AWD,2017,1,1,1,3,,,,
BUICK,ENCLAVE,AVENIR AWD,2018,4,1,1,3,,,,
BUICK,ENCLAVE,ESSENCE FWD,2019,4,1,1,3,,,,
BUICK,ENCLAVE,AVENIR P,2020,4,1,1,3,,,,
BUICK,ENCLAVE,ESSENCE L,2021,3,1,1,3,,,,
BUICK,ENCLAVE,AVENIR P,2022,4,1,1,3,,,,
BUICK,ENCLAVE,ESSENCE L,2023,4,1,1,3,,,,
BUICK,ENCLAVE,AVENIR P,2024,4,2,2,3,,,,
BUICK,ENCLAVE,SPORT TOURING B,2025,4,2,2,3,,,,
BUICK,ENCORE,1SL PREMIUM,2014,0,1,1,3,,,,
BUICK,ENCORE,1SL CXL PREMIUM,2015,1,1,1,3,,,,
BUICK,ENCORE,CX N LEATHERETTE,2016,1,1,1,3,,,,
BUICK,ENCORE,CXL L,2017,3,1,1,3,,,,
BUICK,ENCORE,CX N LEATHERETTE,2018,3,0,1,3,,,,
BUICK,ENCORE,CXL L,2019,3,1,1,3,,,,
BUICK,ENCORE GX,LEATHER,2020,4,2,1,3,,,,
BUICK,ENCORE GX,SPORT TOURING,2021,4,1,1,3,,,,
BUICK,ENCORE GX,LEATHER,2022,4,1,1,3,,,,
BUICK,ENCORE GX,SPORT TOURING,2023,4,1,1,3,,,,
BUICK,ENCORE GX,SPORT TOURING,2024,3,0,1,2,,,,
BUICK,ENCORE GX,AVENIR,2025,4,1,2,3,,,,
BUICK,ENVISION,CXL N,2016,1,2,1,3,,,,
BUICK,ENVISION,CXL N,2017,3,2,1,3,,,,
BUICK,ENVISION,CXL N,2018,3,2,1,3,,,,
BUICK,ENVISION,CXL N,2019,3,2,1,3,,,,
BUICK,ENVISION,CXL N,2020,3,2,1,3,,,,
BUICK,ENVISION,AVENIR U,2023,3,1,1,3,,,,
BUICK,ENVISION,SPORT TOURING F,2024,4,1,1,3,,,,
BUICK,ENVISION,AVENIR G,2025,4,2,2,3,,,,
BUICK,ENVISTA,AVENIR U,2024,3,2,1,3,,,,
BUICK,ENVISTA,SPORT TOURING D,2025,3,1,2,3,,,,
BUICK,ENVSION,AVENIR U,2021,3,1,1,3,,,,
BUICK,ENVSION,LEATHER L,2022,3,1,1,3,,,,
BUICK,LACROSSE,CXS C,2010,0,0,0,2,,,,
BUICK,LACROSSE,CXS C,2011,0,0,1,3,,,,
BUICK,LACROSSE,CXS C,2012,0,0,1,3,,,,
BUICK,LACROSSE,CXS C,2013,0,0,1,3,,,,
BUICK,LACROSSE,CXS C,2014,0,2,1,3,,,,
BUICK,LACROSSE,1SP,2015,1,2,1,3,,,,
BUICK,LACROSSE,PREMIUM P,2016,2,2,1,3,,,,
BUICK,REGAL,GRAN SPORT,1995,0,0,1,3,,,,
BUICK,REGAL,GRAN SPORT,1996,0,0,1,2,,,,
BUICK,REGAL,2.0 C PREMIUM TURBO,2013,0,0,1,3,,,,
BUICK,REGAL,2.0 C PREMIUM TURBO,2014,0,0,1,3,,,,
BUICK,REGAL,2.0 C PREMIUM TURBO GS 1SX,2015,1,0,1,3,,,,
BUICK,REGAL,GS X,2016,2,0,1,3,,,,
BUICK,REGAL,GS X,2017,3,0,1,3,,,,
BUICK,VERANO,2.0 1SC,2013,0,1,1,3,,,,
BUICK,VERANO,2.0 1SC,2014,0,2,1,3,,,,
BUICK,VERANO,2.4 1SB CX TELA,2015,1,0,1,2,,,,
BUICK,VERANO,CXL C,2016,1,2,1,3,,,,
BYD,DOLPHIN,BEV 45KWH GS,2023,4,0,1,2,,,,
BYD,DOLPHIN,BEV 45KWH GS,2024,4,0,2,2,0.0,0.0,0.0,0.0
BYD,DOLPHIN MINI,4 SEATS 300KM,2024,3,0,1,2,,,,
BYD,DOLPHIN MINI,4 SEATS 380KM,2025,3,0,1,2,,,,
BYD,DOLPHIN MINI,4 SEATS 300KM,2026,3,0,2,2,,,,
BYD,HAN,BEV 85KWH,2023,4,2,2,3,,,,
BYD,HAN,BEV 85KWH,2024,4,2,2,3,2.0,2.0,0.0,0.0
BYD,KING,DM-I 1.5L FWD 55KM,2024,4,0,1,3,0.0,0.0,0.0,0.0
BYD,KING,DM-I 1.5L FWD 55KM,2025,4,0,2,3,,,,
BYD,KING,DM-I 1.5L FWD 55KM,2026,4,0,2,3,,,,
BYD,SEAL,61KWH RWD,2024,4,2,1,2,3.0,0.0,0.0,0.0
BYD,SEAL,82KWH AWD,2025,4,2,2,2,2.0,4.0,1.0,1.0
BYD,SEALION 7,AWD 456KM,2025,4,2,2,3,,,,
BYD,SHARK,GL,2025,4,0,2,2,,,,
BYD,SONG PLUS,DM-I 115KM,2024,4,2,1,3,3.0,1.0,0.0,0.0
BYD,SONG PLUS,DM-I 115KM,2025,4,2,2,3,,,,
BYD,SONG PLUS,DM-I 115KM,2026,4,2,2,3,,,,
BYD,SONG PRO,DM-I 1.5L FWD,2025,4,0,2,2,,,,
BYD,TANG,BEV 86KWH,2023,2,1,1,3,,,,
BYD,TANG,BEV 86KWH,2024,1,1,2,2,0.0,0.0,0.0,0.0
BYD,YUAN PLUS,BEV 60KWH 480KM GS,2023,3,2,1,3,,,,
BYD,YUAN PLUS,BEV 60KWH 480KM GS,2024,3,2,2,3,,,,
BYD,YUAN PRO,BEV 45KWH 380KM GS,2025,4,0,2,2,,,,
CADILLAC,ATS,C,2013,0,2,1,3,,,,
CADILLAC,ATS,D,2014,1,1,1,3,,,,
CADILLAC,ATS,A,2015,1,1,1,3,,,,
CADILLAC,ATS,SEDN C,2016,2,2,1,3,,,,
CADILLAC,ATS,COUP E,2017,2,1,1,3,,,,
CADILLAC,ATS,SEDN C,2018,2,1,1,3,,,,
CADILLAC,ATS,V SERIES COUPE,2019,3,2,1,3,,,,
CADILLAC,BLS,LUXURY 4PTS. J,2007,0,0,0,2,,,,
CADILLAC,BLS,PREMIUM 4PTS. K,2008,0,0,2,3,,,,
CADILLAC,CATERA,-,1997,0,0,1,2,,,,
CADILLAC,CATERA,-,1998,0,0,1,2,,,,
CADILLAC,CATERA,B,1999,0,0,1,3,,,,
CADILLAC,CATERA,A,2000,0,0,1,2,,,,
CADILLAC,CATERA,B,2001,0,0,1,3,,,,
CADILLAC,CTS,M,2003,0,0,2,2,,,,
CADILLAC,CTS,S,2004,0,0,2,3,,,,
CADILLAC,CTS,A,2005,0,0,1,2,,,,
CADILLAC,CTS,C,2006,0,0,2,3,,,,
CADILLAC,CTS,A,2007,0,0,1,2,,,,
CADILLAC,CTS,PREMIUM B,2008,0,0,2,3,,,,
CADILLAC,CTS,LUXURY A,2009,0,0,2,3,,,,
CADILLAC,CTS,PREMIUM B,2010,0,0,2,3,,,,
CADILLAC,CTS,LUXURY A,2011,0,0,2,3,,,,
CADILLAC,CTS,COUPE C,2012,0,0,1,2,,,,
CADILLAC,CTS,V SEDN SPECIAL G,2013,0,0,1,3,,,,
CADILLAC,CTS,COUPE C,2014,1,0,1,3,,,,
CADILLAC,CTS,PREMIUM C,2015,1,2,1,3,,,,
CADILLAC,CTS,LUXURY B,2016,1,2,1,3,,,,
CADILLAC,CTS,PREMIUM C,2017,2,2,1,3,,,,
CADILLAC,CTS,LUXURY B,2018,1,2,1,3,,,,
CADILLAC,CTS,PREMIUM C,2019,2,2,1,3,,,,
CADILLAC,DE VILLE,-,1995,0,0,1,2,,,,
CADILLAC,DE VILLE,-,1997,0,0,1,2,,,,
CADILLAC,DE VILLE,A,2001,0,0,1,2,,,,
CADILLAC,DE VILLE,N,2002,0,0,1,2,,,,
CADILLAC,DE VILLE,A,2003,0,0,2,2,,,,
CADILLAC,DE VILLE,DHS H,2004,0,0,2,3,,,,
CADILLAC,DEVILLE,CONCOURS,1996,0,0,1,2,,,,
CADILLAC,DEVILLE,-,1998,0,0,1,2,,,,
CADILLAC,DEVILLE,-,1999,0,0,1,2,,,,
CADILLAC,DEVILLE,B,2000,0,0,1,3,,,,
CADILLAC,ELDORADO,-,1995,0,0,1,2,,,,
CADILLAC,ELDORADO,-,1996,0,0,1,3,,,,
CADILLAC,ELDORADO,-,1997,0,0,1,2,,,,
CADILLAC,ESCALADE,2WD D,2002,0,0,2,3,,,,
CADILLAC,ESCALADE,AWD B,2003,0,0,2,3,,,,
CADILLAC,ESCALADE,2WD D,2004,0,0,2,3,,,,
CADILLAC,ESCALADE,2WD C,2005,0,0,2,2,,,,
CADILLAC,ESCALADE,AWD B,2006,0,0,2,3,,,,
CADILLAC,ESCALADE,2WD A,2007,0,0,2,2,,,,
CADILLAC,ESCALADE,AWD B,2008,0,0,2,3,,,,
CADILLAC,ESCALADE,AWD C,2009,0,0,2,3,,,,
CADILLAC,ESCALADE,AWD PLATINUM,2010,0,1,2,3,,,,
CADILLAC,ESCALADE,AWD C,2011,0,0,1,3,,,,
CADILLAC,ESCALADE,AWD PLATINUM,2012,0,1,1,3,,,,
CADILLAC,ESCALADE,AWD PLATINUM,2013,0,1,1,3,,,,
CADILLAC,ESCALADE,AWD PLATINUM P,2014,0,1,1,3,,,,
CADILLAC,ESCALADE,SUV AWD PLATINUM P,2015,1,2,1,3,,,,
CADILLAC,ESCALADE,ESV AWD PREMIUM E,2016,1,2,1,3,,,,
CADILLAC,ESCALADE,SUV AWD PLATINUM P,2017,3,2,1,3,,,,
CADILLAC,ESCALADE,ESV AWD PREMIUM E,2018,3,2,1,3,,,,
CADILLAC,ESCALADE,SUV AWD PLATINUM P,2019,3,2,1,3,,,,
CADILLAC,ESCALADE,PREMIUM E ESV,2020,3,2,1,3,,,,
CADILLAC,ESCALADE,PREMIUM LUXURY C SUV,2021,4,0,1,3,,,,
CADILLAC,ESCALADE,PREMIUM LUXURY B ESV,2022,4,0,1,3,,,,
CADILLAC,ESCALADE,PREMIUM LUXURY B SUV,2023,4,0,1,3,,,,
CADILLAC,ESCALADE ESV,AWD Q,2003,0,0,2,3,,,,
CADILLAC,ESCALADE ESV,AWD E,2004,0,0,2,2,,,,
CADILLAC,ESCALADE ESV,AWD A,2005,0,0,2,3,,,,
CADILLAC,ESCALADE ESV,AWD P,2006,0,0,0,2,,,,
CADILLAC,ESCALADE ESV,AWD A,2007,0,0,2,3,,,,
CADILLAC,ESCALADE ESV,AWD B,2008,0,0,2,3,,,,
CADILLAC,ESCALADE ESV,AWD A,2009,0,0,2,3,,,,
CADILLAC,ESCALADE ESV,AWD PLATINUM,2010,0,1,2,3,,,,
CADILLAC,ESCALADE ESV,AWD C,2011,0,0,1,3,,,,
CADILLAC,ESCALADE ESV,AWD PLATINUM,2012,0,1,1,3,,,,
CADILLAC,ESCALADE ESV,AWD C,2013,0,0,1,3,,,,
CADILLAC,ESCALADE ESV,AWD PLATINUM P,2014,0,1,1,3,,,,
CADILLAC,ESCALADE ESV,V-SPORT,2023,3,1,1,3,,,,
CADILLAC,ESCALADE ESV,V-SPORT,2024,4,2,2,3,,,,
CADILLAC,ESCALADE ESV,PREMIUM LUXURY B ESV,2025,4,1,2,3,,,,
CADILLAC,ESCALADE EXT,EXT E,2002,0,0,2,2,,,,
CADILLAC,ESCALADE EXT,EXT Q,2003,0,0,2,3,,,,
CADILLAC,ESCALADE EXT,EXT A,2004,0,0,2,3,,,,
CADILLAC,ESCALADE EXT,EXT Q,2005,0,0,2,3,,,,
CADILLAC,ESCALADE EXT,EXT A,2006,0,0,2,3,,,,
CADILLAC,ESCALADE EXT,EXT A,2007,0,0,2,3,,,,
CADILLAC,ESCALADE EXT,EXT A,2008,0,0,2,3,,,,
CADILLAC,ESCALADE EXT,EXT A,2009,0,0,2,3,,,,
CADILLAC,ESCALADE EXT,EXT A,2010,0,0,2,3,,,,
CADILLAC,ESCALADE EXT,EXT A,2011,0,0,1,3,,,,
CADILLAC,ESCALADE EXT,EXT A,2012,0,0,1,3,,,,
CADILLAC,ESCALADE EXT,EXT A,2013,0,0,1,3,,,,
CADILLAC,ESCALADE SUV,PREMIUM LUXURY B SUV,2024,4,0,1,3,,,,
CADILLAC,ESCALADE SUV,V-SPORT,2025,4,2,2,3,,,,
CADILLAC,LYRIQ,LUXURY F,2024,4,2,2,2,,,,
CADILLAC,OPTIQ,SPORT 3 F,2025,2,2,2,3,,,,
CADILLAC,SEVILLE,STS,1995,0,0,1,2,,,,
CADILLAC,SEVILLE,STS,1996,0,0,1,3,,,,
CADILLAC,SEVILLE,STS,1997,0,0,1,2,,,,
CADILLAC,SEVILLE,STS A,1998,0,0,1,2,,,,
CADILLAC,SEVILLE,STS C,1999,0,0,2,3,,,,
CADILLAC,SEVILLE,STS A,2000,0,0,2,2,,,,
CADILLAC,SEVILLE,STS D,2003,0,0,2,3,,,,
CADILLAC,SEVILLE,STS D,2004,0,0,2,3,,,,
CADILLAC,SRX,CONFORT A V6,2004,0,0,2,2,,,,
CADILLAC,SRX,LUJO C V8 AWD,2005,0,0,2,2,,,,
CADILLAC,SRX,CONFORT A V6,2006,0,0,2,2,,,,
CADILLAC,SRX,1SC PREMIUM,2010,0,0,2,3,,,,
CADILLAC,SRX,1SB PREMIUM,2011,0,0,1,2,,,,
CADILLAC,SRX,1SC PREMIUM,2012,0,0,1,2,,,,
CADILLAC,SRX,1SB PREMIUM,2013,0,0,1,2,,,,
CADILLAC,SRX,1SC PREMIUM AWD,2014,0,0,0,2,,,,
CADILLAC,SRX,LUXURY A,2015,1,0,1,3,,,,
CADILLAC,SRX,PREMIUM AWD C,2016,1,2,1,3,,,,
CADILLAC,STS,STS E ELEGANCE,2005,0,0,2,3,,,,
CADILLAC,STS,F,2006,0,0,2,3,,,,
CADILLAC,STS,B,2007,0,0,2,3,,,,
CADILLAC,STS,F,2008,0,0,2,3,,,,
CADILLAC,STS,B,2009,0,0,2,3,,,,
CADILLAC,STS,E,2010,0,0,2,3,,,,
CADILLAC,XLR,XLR HARDTOP,2004,0,0,0,2,,,,
CADILLAC,XLR,XLR HARDTOP,2005,0,0,2,2,,,,
CADILLAC,XLR,XLR HARDTOP,2006,0,0,2,2,,,,
CADILLAC,XT4,PREMIUM LUXURY D,2019,3,1,1,3,,,,
CADILLAC,XT4,PREMIUM LUXURY D,2020,3,2,1,3,,,,
CADILLAC,XT4,SPORT F,2021,3,1,1,3,,,,
CADILLAC,XT4,PREMIUM LUXURY D,2022,3,1,1,3,,,,
CADILLAC,XT4,SPORT F,2023,3,1,1,3,,,,
CADILLAC,XT4,PREMIUM LUXURY D,2024,3,1,1,3,,,,
CADILLAC,XT4,SPORT F,2025,3,2,2,3,,,,
CADILLAC,XT5,PREMIUM B,2017,1,2,1,3,,,,
CADILLAC,XT5,PLATINUM P,2018,2,2,1,3,,,,
CADILLAC,XT5,PREMIUM B,2019,3,2,1,3,,,,
CADILLAC,XT5,LUXURY C,2020,3,2,1,3,,,,
CADILLAC,XT5,SPORT F,2021,4,1,1,3,,,,
CADILLAC,XT5,LUXURY C,2022,3,1,1,3,,,,
CADILLAC,XT5,SPORT F,2023,4,1,1,3,,,,
CADILLAC,XT5,LUXURY C,2024,3,1,1,3,,,,
CADILLAC,XT5,SPORT F,2025,4,2,2,3,,,,
CHANGAN,ALSVIN,MT,2022,0,0,1,2,,,,
CHANGAN,ALSVIN,DCT,2023,0,0,1,2,,,,
CHANGAN,ALSVIN,MT,2024,0,0,1,2,,,,
CHANGAN,ALSVIN,DCT,2025,0,0,2,2,,,,
CHANGAN,ALSVIN,MT,2026,0,0,2,2,,,,
CHANGAN,CS35 PLUS,5 TM,2022,1,0,1,3,,,,
CHANGAN,CS35 PLUS,6 TA,2023,1,0,1,3,,,,
CHANGAN,CS35 PLUS TURBO,DCT,2022,4,0,1,3,,,,
CHANGAN,CS35 PLUS TURBO,DCT,2023,4,0,1,3,,,,
CHANGAN,CS35 PLUS TURBO,PREMIUM,2024,4,0,1,3,,,,
CHANGAN,CS35 PLUS TURBO,LUXURY,2025,3,0,2,3,,,,
CHANGAN,CS55 PLUS,LUXURY,2023,1,1,1,3,,,,
CHANGAN,CS55 PLUS,PREMIUM,2024,0,0,0,2,,,,
CHANGAN,CS55 PLUS,LUXURY,2025,2,0,2,3,,,,
CHANGAN,CS55 PLUS IDD,LUXURY,2026,4,0,2,3,,,,
CHANGAN,CS75 PRO,LUXURY,2026,2,0,2,2,,,,
CHANGAN,CS95 PLUS,LUXURY 2WD,2026,4,1,2,2,,,,
CHANGAN,DEEPAL S07,BEV 160KWH,2025,4,1,2,2,,,,
CHANGAN,EADO PLUS,PREMIUM,2025,4,2,2,3,,,,
CHANGAN,EADO PLUS,LUXURY,2026,3,0,2,3,,,,
CHANGAN,EADO PLUS IDD,LUXURY,2026,4,1,2,3,,,,
CHANGAN,HONOR S,-,2024,0,0,1,2,,,,
CHANGAN,HONOR S,-,2026,0,0,1,2,,,,
CHANGAN,HUNTER,PLUS 4X4 TA,2024,0,0,0,2,,,,
CHANGAN,HUNTER,PLUS 4X2 TM,2025,1,0,2,2,,,,
CHANGAN,STAR TRUCK PLUS,CAJA,2024,0,0,1,2,,,,
CHANGAN,STAR TRUCK PLUS,CAJA,2026,0,0,1,2,,,,
CHANGAN,UNI-K,2.0T LV 4,2024,3,1,1,3,,,,
CHANGAN,UNI-K,2.0T LV 4,2025,3,1,2,3,,,,
CHANGAN,UNI-K,PREMIUM AWD,2026,0,0,0,2,,,,
CHEVROLET,ASTRA,B,2000,0,0,0,2,,,,
CHEVROLET,ASTRA,COMFORT C,2001,0,0,1,2,,,,
CHEVROLET,ASTRA,B,2002,0,0,0,2,,,,
CHEVROLET,ASTRA,5 PTAS. M,2003,0,0,0,2,,,,
CHEVROLET,ASTRA,5 PTAS E,2004,0,0,2,3,,,,
CHEVROLET,ASTRA,5 PTAS M,2005,0,0,0,2,,,,
CHEVROLET,ASTRA,5 PTAS E,2006,0,0,2,3,,,,
CHEVROLET,ASTRA,5 PTAS COMFORT MT 1.8L C,2007,0,0,1,2,,,,
CHEVROLET,ASTRA,ESSENTIA 1.8L A,2008,0,0,1,2,,,,
CHEVROLET,AVALANCHE,AVALANCHE 4X4 LT,2002,0,0,1,3,,,,
CHEVROLET,AVALANCHE,A,2003,0,0,1,2,,,,
CHEVROLET,AVALANCHE,4X4 B,2004,0,0,1,3,,,,
CHEVROLET,AVALANCHE,4X4 C,2005,0,0,1,3,,,,
CHEVROLET,AVALANCHE,4X4 B,2006,0,0,2,3,,,,
CHEVROLET,AVALANCHE,A 4X2 TELA,2007,0,0,2,2,,,,
CHEVROLET,AVALANCHE,B 4X4 PIEL,2008,0,0,2,3,,,,
CHEVROLET,AVALANCHE,B 4X4 PIEL,2009,0,0,2,3,,,,
CHEVROLET,AVALANCHE,C 4X4 PIEL,2010,0,0,2,3,,,,
CHEVROLET,AVALANCHE,B 4X4 PIEL,2011,0,0,1,3,,,,
CHEVROLET,AVALANCHE,C 4X4 PIEL,2012,0,0,1,3,,,,
CHEVROLET,AVALANCHE,B 4X4 PIEL,2013,0,0,1,3,,,,
CHEVROLET,AVEO,MT M,2008,0,0,0,2,,,,
CHEVROLET,AVEO,MT E,2009,0,0,1,2,,,,
CHEVROLET,AVEO,MT PAQ. A FLOTILLA,2010,0,0,1,2,,,,
CHEVROLET,AVEO,MT E,2011,0,0,1,2,,,,
CHEVROLET,AVEO,MT A,2012,0,0,0,2,,,,
CHEVROLET,AVEO,"B LT MANUAL, RADIO, BLUETOOTH",2013,0,0,0,2,,,,
CHEVROLET,AVEO,A LS MANUAL,2014,0,0,0,2,,,,
CHEVROLET,AVEO,"B LT, MANUAL CON A/A, ALARMA, RADIO, BLU",2015,0,0,0,2,,,,
CHEVROLET,AVEO,LT F MT,2016,0,0,1,2,,,,
CHEVROLET,AVEO,LTZ E AT,2017,0,0,1,2,,,,
CHEVROLET,AVEO,LS K MT,2018,0,0,0,2,,,,
CHEVROLET,AVEO,LTZ E MT,2019,0,0,1,3,,,,
CHEVROLET,AVEO,LT C MT,2020,0,0,1,2,,,,
CHEVROLET,AVEO,LS A MT,2021,0,0,1,2,,,,
CHEVROLET,AVEO,LT MANUAL C,2022,0,0,1,2,,,,
CHEVROLET,AVEO,LS MANUAL A,2023,0,0,1,2,,,,
CHEVROLET,AVEO HB,LT B MANUAL,2024,3,0,1,2,,,,
CHEVROLET,AVEO HB,LS A MANUAL,2025,3,0,2,2,,,,
CHEVROLET,AVEO NB,LS MANUAL K,2023,0,0,1,2,,,,
CHEVROLET,AVEO NB,LT PLUS F,2024,3,0,1,2,,,,
CHEVROLET,AVEO NB,LS MANUAL D,2025,0,0,2,2,,,,
CHEVROLET,BEAT,LT B TM,2018,0,0,0,2,,,,
CHEVROLET,BEAT,LS CARGO E TM,2019,0,0,1,2,,,,
CHEVROLET,BEAT,ACTIV F TM,2020,0,0,1,2,,,,
CHEVROLET,BEAT,LTZ C,2021,3,0,1,2,,,,
CHEVROLET,BEAT HB,ACTIV F,2021,0,0,1,2,,,,
CHEVROLET,BLAZER,TYPICAL,1995,0,0,1,2,,,,
CHEVROLET,BLAZER,DELUXE,1996,0,0,1,2,,,,
CHEVROLET,BLAZER,DELUXE,1997,0,0,1,2,,,,
CHEVROLET,BLAZER,LS 4X2,1998,0,0,1,2,,,,
CHEVROLET,BLAZER,LT 4X4 D,1999,0,0,1,2,,,,
CHEVROLET,BLAZER,LS 4X2 L,2000,0,0,1,2,,,,
CHEVROLET,BLAZER,LT 4X4 D,2001,0,0,1,2,,,,
CHEVROLET,BLAZER,LTZ 4X4,2002,0,0,1,2,,,,
CHEVROLET,BLAZER,RS C,2019,4,2,1,3,,,,
CHEVROLET,BLAZER,PIEL B,2020,3,1,1,2,,,,
CHEVROLET,BLAZER,RS C,2021,4,2,1,3,,,,
CHEVROLET,BLAZER,RS BITONO F,2022,4,1,1,3,,,,
CHEVROLET,BLAZER,RS C,2023,4,1,1,3,,,,
CHEVROLET,BLAZER,RS BITONO F,2024,4,1,1,3,,,,
CHEVROLET,BLAZER,RS C,2025,4,2,2,3,3.0,1.0,1.0,1.0
CHEVROLET,BLAZER EV,RS A AUTO,2025,4,1,2,3,,,,
CHEVROLET,BOLT EUV,LT A,2022,3,0,2,2,,,,
CHEVROLET,BOLT EUV,LT A,2023,3,1,2,2,,,,
CHEVROLET,BOLT EV,LT AUTO,2017,3,1,1,2,,,,
CHEVROLET,BOLT EV,LT AUTO,2018,3,1,1,2,,,,
CHEVROLET,BOLT EV,LT A,2019,3,1,1,2,,,,
CHEVROLET,BOLT EV,LT A,2020,3,1,1,2,,,,
CHEVROLET,C35,CUSTOM,1995,0,0,0,2,,,,
CHEVROLET,C35,C-31403,1996,0,0,1,2,,,,
CHEVROLET,C35,G TIPICO,1997,0,0,0,2,,,,
CHEVROLET,C35,HEAVY DUTY,1998,0,0,1,2,,,,
CHEVROLET,C35,CUSTOM G,1999,0,0,0,2,,,,
CHEVROLET,C35,HD CHASSIS CAB A,2000,0,0,1,2,,,,
CHEVROLET,C3500,CHASIS CABINA E,2001,0,0,0,2,,,,
CHEVROLET,C3500,CHASIS CABINA G,2002,0,0,0,2,,,,
CHEVROLET,C3500,3500 CHASIS CAB E,2003,0,0,0,2,,,,
CHEVROLET,C3500,3500 CHASIS CABINA HD PAQUETE A,2004,0,0,1,2,,,,
CHEVROLET,CAMARO,Z28 AT,1995,0,0,1,2,,,,
CHEVROLET,CAMARO,Z28,1996,0,0,1,2,,,,
CHEVROLET,CAMARO,LUJO,1997,0,0,1,3,,,,
CHEVROLET,CAMARO,MT,1998,0,0,1,2,,,,
CHEVROLET,CAMARO,Z28 LUJO A,1999,0,0,1,3,,,,
CHEVROLET,CAMARO,Z28 TIPICO D,2000,0,0,1,2,,,,
CHEVROLET,CAMARO,Z28 LUJO A,2001,0,0,1,3,,,,
CHEVROLET,CAMARO,Z28 LUJO A,2002,0,0,1,3,,,,
CHEVROLET,CAMARO,3.6 1LT AT,2010,0,0,2,3,,,,
CHEVROLET,CAMARO,6.2 1SS MT,2011,0,0,1,3,,,,
CHEVROLET,CAMARO,3.6 1LT AT,2012,0,0,1,3,,,,
CHEVROLET,CAMARO,6.2 SS CONVERTIBLE AT,2013,0,0,1,2,,,,
CHEVROLET,CAMARO,6.2 ZL1TA M,2014,1,0,1,2,,,,
CHEVROLET,CAMARO,SS SPECIAL EDITION S AT,2015,1,0,1,3,,,,
CHEVROLET,CAMARO,SS CONVERTIBLE D AT,2016,3,1,1,2,,,,
CHEVROLET,CAMARO,RS B AT,2017,3,0,1,3,,,,
CHEVROLET,CAMARO,ZL1 E TA,2018,3,1,1,3,,,,
CHEVROLET,CAMARO,RS FIRE EDITION H,2019,3,1,1,3,,,,
CHEVROLET,CAMARO,ZL1 E COUPE,2020,3,2,1,3,,,,
CHEVROLET,CAMARO,ZL1 F CONVERTIBLE,2021,3,2,1,2,,,,
CHEVROLET,CAMARO,RED LINE EDITION K,2022,3,1,1,3,,,,
CHEVROLET,CAMARO,ZL1 F CONVERTIBLE,2023,3,1,1,2,,,,
CHEVROLET,CAMARO,SS C,2024,3,2,2,3,,,,
CHEVROLET,CAPTIVA,SPORT J,2008,0,0,2,2,,,,
CHEVROLET,CAPTIVA,LT A,2022,3,0,1,2,,,,
CHEVROLET,CAPTIVA,PREMIER C,2023,3,0,1,3,,,,
CHEVROLET,CAPTIVA,LT A,2024,3,0,1,2,,,,
CHEVROLET,CAPTIVA,PREMIER C,2025,4,0,2,3,4.0,0.0,2.0,1.0
CHEVROLET,CAPTIVA SPORT,LT PAQ. C,2009,0,0,2,2,,,,
CHEVROLET,CAPTIVA SPORT,LT PAQ. D,2010,0,0,2,3,,,,
CHEVROLET,CAPTIVA SPORT,LT PAQ. C,2011,0,0,1,2,,,,
CHEVROLET,CAPTIVA SPORT,LT PAQ. D,2012,0,0,1,3,,,,
CHEVROLET,CAPTIVA SPORT,LT PAQ. G,2013,0,0,1,3,,,,
CHEVROLET,CAPTIVA SPORT,LT PAQ. D,2014,1,0,1,3,,,,
