Make,Model,Version_sales,match_make,match_model,match_version,match_ano,msrp,precio_transaccion,hp,equipment_score,units
HONDA,PILOT,(O)3.5 BLACK EDITION AUTO,HONDA,PILOT,BLACK EDITION,2024.0,1195900.0,1195900.0,285.0,6.0,495.0
MG,HS,2.0 TROPHY DCT AWD,MG,HS,1.5T LUX TROPHY PACK DCT,2024.0,599900.0,429900.0,160.0,4.0,3291.0
JETOUR,X70,(O)1.5 AUTO,JETOUR,X70,1.5 AT,2023.0,489900.0,489900.0,147.0,5.0,921.0
JETOUR,SHANHAI T2,2.0 AUTO 4WD,JETOUR,X70,1.5 AT,2024.0,514900.0,449900.0,147.0,4.0,771.0
JETOUR,X70 PLUS,1.6 AUTO,JETOUR,X70 PLUS,1.6 AT,2023.0,629900.0,629900.0,194.0,5.0,12.0
JETOUR,X70 PLUS,1.6 DCT,JETOUR,X70 PLUS,1.6 AT,2024.0,639900.0,599900.0,197.0,5.0,91.0
MG,RX5,1.5 EXCITE DCT,MG,RX5,1.5T COM EXCITE,2024.0,489900.0,434900.0,168.0,3.0,2206.0
MG,RX5,1.5 ELEGANCE DCT,MG,RX5,1.5T LUX ELEGANCE,2024.0,574900.0,499900.0,168.0,4.0,638.0
FIAT,FASTBACK,1.3 AUDACE,FIAT,FASTBACK,AUDACE,2024.0,532500.0,449900.0,173.0,3.0,141.0
FIAT,FASTBACK,1.3 IMPETUS,FIAT,FASTBACK,IMPETUS,2024.0,569500.0,529900.0,173.0,3.0,285.0
TESLA,MODEL S,(O)BEV 4WD AUTO,TESLA,MODEL S,BEV 4WD,2023.0,1519900.0,1519900.0,670.0,3.0,7938.0
TESLA,MODEL S,(O)BEV 4WD AUTO,TESLA,MODEL S,BEV 4WD,2024.0,1899900.0,1899900.0,670.0,3.0,4538.0
TESLA,MODEL X,(O)BEV 4WD AUTO,TESLA,MODEL X,BEV 4WD,2023.0,1619900.0,1619900.0,670.0,3.0,4035.0
TESLA,MODEL X,(O)BEV 4WD AUTO,TESLA,MODEL X,BEV 4WD,2024.0,1999900.0,1999900.0,670.0,3.0,1330.0
TESLA,MODEL Y,(O)BEV RWD AUTO,TESLA,MODEL Y,BEV RWD,2023.0,954900.0,954900.0,299.0,4.0,6320.0
TESLA,MODEL Y,(O)BEV RWD AUTO,TESLA,MODEL Y,BEV RWD,2024.0,829000.0,829000.0,299.0,4.0,2502.0
MAZDA,CX-90,3.3 MHEV TURBO SIGNATURE 4WD AUTO,MAZDA,CX-90,TURBO SIGNATURE AWD,2024.0,1138000.0,1138000.0,340.0,4.0,1283.0
FORD,BRONCO SPORT,1.5 HERITAGE AUTO 4WD,FORD,BRONCO SPORT,HERITAGE 1.5L ECOBOOST,2023.0,834000.0,734000.0,181.0,3.0,129.0
OMODA,O5,1.5 LIFE CVT,OMODA,O5,1.5T LIFE,2024.0,369900.0,369900.0,146.0,3.0,348.0
OMODA,O5,1.5 UNLIMITED CVT,OMODA,O5,1.5T UNLIMITED,2024.0,415900.0,415900.0,146.0,6.0,956.0
FORD,ESCAPE,2.5 HEV SE CVT,FORD,ESCAPE,ST-LINE SELECT,2023.0,901000.0,776000.0,192.0,3.0,58.0
FORD,ESCAPE,2.5 HEV SE CVT,FORD,ESCAPE,ST-LINE SELECT,2024.0,842000.0,742000.0,192.0,5.0,9.0
FORD,ESCAPE,2.5 HEV ST-LINE CVT,FORD,ESCAPE,ST-LINE SELECT 2.5L,2025.0,881100.0,731100.0,192.0,5.0,510.0
FORD,ESCAPE,2.5 HEV ST-LINE CVT,FORD,ESCAPE,ST-LINE ELITE,2023.0,964000.0,839000.0,192.0,4.0,88.0
TOYOTA,COROLLA CROSS,2.0 LE HEV CVT 4WD,TOYOTA,COROLLA CROSS,LE HEV,2024.0,604600.0,604600.0,196.0,2.0,971.0
RAM,700,(O)1.3 LONGHORN CVT,RAM,700,LONGHORN CVT,2023.0,478900.0,478900.0,98.0,2.0,121.0
BAIC,X35,1.5 FASHION AUTO,BAIC,X35,FASHION TA,2024.0,395900.0,340900.0,116.0,0.0,37.0
FIAT,ARGO,(O)1.3 DRIVE S-DESIGN CVT,FIAT,ARGO,DRICE PLUS S-DESIGN CVT,2023.0,350900.0,328900.0,97.0,2.0,341.0
FIAT,ARGO,1.3 DRIVE S-DESIGN CVT,FIAT,ARGO,DRICE PLUS S-DESIGN CVT,2024.0,335000.0,330000.0,97.0,2.0,139.0
FIAT,ARGO,(O)1.3 TREKKING CVT,FIAT,ARGO,TREKKING CVT,2023.0,369900.0,347900.0,97.0,2.0,12.0
FIAT,ARGO,1.3 TREKKING CVT,FIAT,ARGO,TREKKING CVT,2024.0,358900.0,353900.0,97.0,2.0,184.0
LINCOLN,CORSAIR,(O)2.0 AUTO,LINCOLN,CORSAIR,RESERVE 2.0L AWD,2023.0,1401900.0,1196900.0,250.0,4.0,17286.0
LINCOLN,CORSAIR,(O)2.0 AUTO,LINCOLN,CORSAIR,RESERVE 2.0L AWD,2024.0,1149900.0,1049900.0,250.0,4.0,2161.0
LINCOLN,CORSAIR,(O)2.0 RESERVE AUTO,LINCOLN,CORSAIR,RESERVE AWD 2.0L,2025.0,1132000.0,1032000.0,250.0,6.0,2108.0
BMW,I5,(O)BEV 84KWH EDRIVE40 AUTO,BMW,I5,EDRIVE40,2024.0,1560000.0,1525000.0,340.0,3.0,60.0
BMW,I5,(O)BEV 84KWH M60 XDRIVE AUTO,BMW,I5,M60 XDRIVE,2024.0,2235000.0,2200000.0,601.0,3.0,137.0
BMW,I7,BEV 106KWH EDRIVE50 AUTO,BMW,I7,EDRIVE50,2024.0,2700000.0,2550000.0,455.0,5.0,3.0
BMW,I7,BEV 106KWH M70 XDRIVE AUTO 4WD,BMW,I7,M70 XDRIVE,2024.0,3825000.0,3675000.0,659.0,5.0,133.0
FORD,F-250 SUPER DUTY,6.7 KING RANCH DOBLE CABINA AUTO 4WD,FORD,F-250 SUPER DUTY,KING RANCH 6.7L,2023.0,1845000.0,1845000.0,475.0,4.0,118.0
FORD,F-250 SUPER DUTY,6.7 KING RANCH AUTO 4WD,FORD,F-250 SUPER DUTY,KING RANCH 6.7L,2024.0,1897000.0,1897000.0,475.0,6.0,34.0
FORD,F-250 SUPER DUTY,6.7 KING RANCH DOBLE CABINA AUTO 4WD,FORD,F-250 SUPER DUTY,KING RANCH DOBLE CABINA 4X4 SRW DIESEL 6,2025.0,1922100.0,1922100.0,475.0,6.0,155.0
FORD,F-250 SUPER DUTY,6.7 LIMITED DOBLE CABINA AUTO 4WD,FORD,F-250 SUPER DUTY,LIMITED,2023.0,2365000.0,2365000.0,500.0,4.0,377.0
FORD,MAVERICK,2.0 ECOBOOST LARIAT TREMOR HIGH AUTO AWD,FORD,MAVERICK,LARIAT TREMOR HIGH 2.0L ECOBOOST,2023.0,889000.0,814000.0,250.0,2.0,23.0
FORD,MAVERICK,(O)2.0 ECOBOOST XLT AUTO,FORD,MAVERICK,LARIAT TREMOR HIGH 2.0L ECOBOOST,2024.0,911000.0,811000.0,250.0,2.0,110.0
RAM,RAM 1500,(O)5.7 CREW CAB SLT TRABAJO 4X2 V8 8 AUT,RAM,RAM 1500,CREW CAB SLT TRABAJO 4X2 V8 8AT,2023.0,844900.0,844900.0,395.0,0.0,2588.0
RAM,RAM 1500,(O)3.6 CREW CAB SLT TRABAJO 4X4 V6 8 AUT,RAM,RAM 1500,CREW CAB SLT TRABAJO 4X4 V6 8AT,2023.0,874900.0,,,0.0,418.0
HYUNDAI,CRETA,(O)1.5 LIMITED IVT,HYUNDAI,CRETA,LIMITED,2024.0,531600.0,506600.0,113.0,3.0,508.0
BAIC,X55,1.5 HONOR DCT,BAIC,X55,HONOR,2023.0,539900.0,539900.0,185.0,1.0,7.0
BAIC,X55,(O)1.5 HONOR DCT,BAIC,X55,HONOR,2024.0,539900.0,479900.0,185.0,1.0,95.0
CHEVROLET,TRACKER,(O)1.2 RS R AUTO,CHEVROLET,TRACKER,RS R,2024.0,527700.0,484900.0,130.0,3.0,394.0
VOLVO,XC60,(O)2.0 T8 PHEV PLUS RECHARGE AUTO AWD,VOLVO,XC60,RECHARGE PLUS T8 E AWD,2024.0,1342900.0,1199900.0,462.0,2.0,710.0
JEEP,GRAND WAGONEER,3.0 SERIES III AUTO 4WD,JEEP,GRAND WAGONEER,SERIES III 4X4,2024.0,2399900.0,2394900.0,510.0,6.0,65.0
CHANGAN,UNI-K,(O)2.0 PREMIUM,CHANGAN,UNI-K,2.0T LV 4,2024.0,799900.0,794900.0,226.0,3.0,117.0
HONDA,ACCORD,(O)1.5 PRIME CVT,HONDA,ACCORD,PRIME,2023.0,749900.0,749900.0,192.0,4.0,12.0
HONDA,ACCORD,1.5 PRIME CVT,HONDA,ACCORD,PRIME,2024.0,755900.0,755900.0,192.0,4.0,112.0
VOLVO,XC90,2.0 T8 PHEV ULTIMATE RCHG AUTO AWD AIR,VOLVO,XC90,RECHARGE ULTIMATE AIR SUSPENSION T8 E AW,2024.0,2041900.0,2041900.0,462.0,4.0,197.0
SEAT,IBIZA,1.0 FR,SEAT,IBIZA,FR 1.0L STD,2023.0,467900.0,459900.0,115.0,3.0,2786.0
SEAT,IBIZA,1.0 FR,SEAT,IBIZA,FR 1.0L STD,2024.0,419900.0,366900.0,115.0,3.0,1205.0
BUICK,ENCORE GX,1.3 AVENIR G CVT,BUICK,ENCORE GX,AVENIR,2024.0,752400.0,752400.0,155.0,3.0,183.0
GMC,CANYON,2.7 AT4 D AUTO 4WD,GMC,CANYON,AT4 D,2023.0,1128400.0,1128400.0,310.0,2.0,137.0
GMC,CANYON,2.7 AT4 D AUTO AWD,GMC,CANYON,AT4 D,2024.0,1176400.0,1176400.0,310.0,4.0,65.0
GMC,CANYON,2.7 DENALI E AUTO 4WD,GMC,CANYON,DENALI E,2023.0,1202400.0,1202400.0,310.0,3.0,247.0
GMC,CANYON,2.7 DENALI E AUTO AWD,GMC,CANYON,DENALI E,2024.0,1245400.0,1245400.0,310.0,5.0,539.0
HONDA,BR-V,(O)1.5 PRIME CVT,HONDA,BR-V,TOURING,2024.0,519900.0,504900.0,119.0,4.0,2434.0
CHEVROLET,COLORADO,2.7 LT B AUTO 4WD,CHEVROLET,COLORADO,ZR2 4X4 D,2023.0,1130400.0,1130400.0,310.0,3.0,13.0
JMC,EV-BLACK,BEV 60KWH ELCTRICO,JMC,EV BLACK,ELCTRICO,2024.0,689900.0,689900.0,160.0,3.0,706.0
LINCOLN,CORSAIR,(O)2.0 RESERVE BLACK JET AUTO AWD,LINCOLN,CORSAIR,RESERVE 2.0L AWD BLACK JET,2023.0,1451900.0,1246900.0,250.0,4.0,201.0
LINCOLN,CORSAIR,2.0 RESERVE BLACK JET AUTO AWD,LINCOLN,CORSAIR,RESERVE 2.0L AWD BLACK JET,2024.0,1199900.0,1099900.0,250.0,4.0,11.0
FORD,EDGE,2.0 TITANIUM AUTO AWD,FORD,EDGE,TITANIUM AWD,2024.0,1170000.0,1070000.0,250.0,3.0,187.0
FORD,EDGE,2.0 SEL PLUS AUTO AWD,FORD,EDGE,SEL PLUS AWD,2024.0,1070000.0,970000.0,250.0,3.0,566.0
FORD,BRONCO,2.7 V6 HERITAGE LIMITED AUTO 4WD,FORD,BRONCO,HERITAGE LIMITED 2 PUERTAS 2.7L ECOBOOST,2023.0,1809000.0,1559000.0,330.0,4.0,789.0
OMODA,O5,1.6 GT LIFE DCT,OMODA,O5,1.6T GT LIFE,2024.0,459900.0,459900.0,194.0,3.0,1304.0
OMODA,O5,1.6 GT UNLIMITED DCT,OMODA,O5,1.6T GT UNLIMITED,2024.0,499900.0,499900.0,194.0,6.0,511.0
VOLKSWAGEN,TERAMONT,(O)3.6 HIGHLINE AUTO 4WD,VOLKSWAGEN,TERAMONT,HIGHLINE LONG DRIVE,2024.0,1181070.0,1146270.0,269.0,4.0,1173.0
VOLKSWAGEN,TERAMONT,2.0 COMFORTLINE AUTO,VOLKSWAGEN,TERAMONT,COMFORTLINE LONG DRIVE,2024.0,1071070.0,1036270.0,269.0,3.0,334.0
VOLKSWAGEN,ATLAS CROSS SPORT,2.0 R-LINE AUTO 4WD,VOLKSWAGEN,CROSS SPORT,R-LINE LONG DRIVE,2024.0,1181070.0,1146270.0,269.0,5.0,214.0
VOLKSWAGEN,JETTA,(O)2.0 GLI 40 ANIVERSARIO DSG,VOLKSWAGEN,JETTA,GLI 40 ANIVERSARIO LONG DRIVE,2024.0,654070.0,654070.0,230.0,3.0,46.0
LAND ROVER,RANGE ROVER VELAR,3.0 MHEV P340 S AUTO AWD,LAND ROVER,RANGE ROVER VELAR,S MHEV 340PS,2024.0,1556900.0,1556900.0,340.0,6.0,6545.0
LAND ROVER,RANGE ROVER VELAR,2.0 PHEV P404 DYNAMIC SE AUTO AWD,LAND ROVER,RANGE ROVER VELAR,DYNAMIC SE PHEV 404PS,2024.0,1996900.0,1896900.0,404.0,6.0,16.0
MG,ONE,1.5 STYLE CVT,MG,ONE,1.5T STD STYLE CVT,2024.0,495900.0,430900.0,168.0,3.0,2276.0
MG,ONE,1.5 EXCITE CVT,MG,ONE,1.5T DEL EXCITE CVT,2024.0,547900.0,502900.0,168.0,6.0,371.0
SUZUKI,FRONX,(O)1.5 MHEV BOOSTERGREEN GLX AUTO,SUZUKI,FRONX,BOOSTERGREEN GLX AT,2024.0,440990.0,440990.0,102.0,3.0,1827.0
RAM,RAM 2500,6.4 HD POWER WAGON CREW CAB 4WD AUTO,RAM,RAM 2500,HD POWER WAGON,2024.0,1654900.0,1569900.0,410.0,4.0,378.0
JAGUAR,I-PACE,BEV 90KWH P400 R-DYNAMIC HSE AUTO AWD,JAGUAR,I-PACE,R-DYNAMIC HSE BEV 400PS,2024.0,3035900.0,3035900.0,400.0,5.0,604.0
CHEVROLET,MONTANA,(O)1.2 TURBO LT A AUTO,CHEVROLET,MONTANA,LT A,2024.0,517400.0,517400.0,130.0,2.0,716.0
DODGE,JOURNEY,1.5 GT AUTO,DODGE,JOURNEY,GT PLUS,2023.0,740400.0,674600.0,169.0,4.0,651.0
DODGE,JOURNEY,1.5 SXT AUTO,DODGE,JOURNEY,GT PLUS,2024.0,707900.0,642900.0,169.0,5.0,686.0
FORD,MUSTANG MACH-E,BEV 99KWH PREMIUM AUTO AWD,FORD,MUSTANG MACH-E,PREMIUM,2023.0,1149000.0,1149000.0,351.0,4.0,684.0
FORD,MUSTANG MACH-E,(O)BEV 99KWH PREMIUM AUTO AWD,FORD,MUSTANG MACH-E,PREMIUM,2024.0,1199000.0,1199000.0,346.0,6.0,63.0
ALFA ROMEO,TONALE,1.3 TI PHEV AUTO,ALFA ROMEO,TONALE,TI PHEV,2024.0,1119900.0,1119900.0,285.0,7.0,30.0
VOLKSWAGEN,POLO,(O)1.6 EDICION ESPECIAL AUTO,VOLKSWAGEN,POLO,TRENDLINE,2024.0,355070.0,318670.0,109.0,3.0,2289.0
VOLKSWAGEN,POLO,1.0 TSI COMFORTLINE AUTO,VOLKSWAGEN,POLO,COMFORTLINE,2024.0,386070.0,349670.0,,2.0,929.0
VOLKSWAGEN,POLO,1.0 TSI HIGHLINE AUTO,VOLKSWAGEN,POLO,HIGHLINE,2024.0,420070.0,392150.0,,2.0,385.0
RAM,700,1.3 BIGHORN CREW CAB CVT,RAM,700,BIGHORN CVT,2023.0,396900.0,396900.0,98.0,3.0,1.0
RAM,700,1.3 BIGHORN CREW CAB CVT,RAM,700,BIGHORN CVT,2024.0,425900.0,425900.0,98.0,3.0,1274.0
SUZUKI,GRAND VITARA,1.5 MHEV BOOSTERGREEN GLX AUTO,SUZUKI,GRAND VITARA,BOOSTERGREEN GLX,2024.0,499990.0,499990.0,102.0,3.0,895.0
GWM,HAVAL H6,1.5 HEV PREMIUM AUTO,GWM,HAVAL H6,1.5T HEV PREMIUM,2024.0,639900.0,599900.0,240.0,3.0,416.0
GWM,HAVAL H6,1.5 HEV LUXURY AUTO,GWM,HAVAL H6,1.5T HEV LUXURY,2024.0,689900.0,669900.0,240.0,5.0,827.0
JEEP,WRANGLER,2.0 UNLIMITED WILLYS AUTO 4WD,JEEP,WRANGLER,UNLIMITED WILLYS TURBO 4X4,2024.0,1218900.0,1168900.0,270.0,3.0,3520.0
JEEP,WRANGLER,2.0 UNLIM SAHARA SKY-FREEDOM AUTO 4WD,JEEP,WRANGLER,UNLIMITED SAHARA SKY-FREEDOM TURB,2024.0,1392900.0,1392900.0,270.0,3.0,853.0
DODGE,DURANGO,6.2 SRT HELLCAT AUTO,DODGE,DURANGO,HELLCAT SRT,2023.0,1898400.0,1898400.0,710.0,3.0,12.0
DODGE,DURANGO,6.2 SRT HELLCAT AUTO,DODGE,DURANGO,HELLCAT SRT,2024.0,1994900.0,1919900.0,710.0,3.0,32.0
VOLVO,EX30,(O)BEV 51KWH CORE AUTO,VOLVO,EX30,CORE E40,2025.0,749900.0,655000.0,272.0,4.0,1249.0
VOLVO,EX30,(O)BEV 69KWH PLUS AUTO,VOLVO,EX30,PLUS E60,2025.0,847900.0,809900.0,272.0,4.0,1276.0
VOLVO,EX30,(O)BEV 69KWH ULTRA AUTO,VOLVO,EX30,ULTRA E60,2025.0,904900.0,879900.0,272.0,5.0,518.0
BUICK,ENVISTA,(O)1.2 AVENIR U AUTO,BUICK,ENVISTA,AVENIR U,2024.0,654400.0,654400.0,136.0,4.0,644.0
BUICK,ENVISTA,(O)1.2 SPORT TOURING D AUTO,BUICK,ENVISTA,SPORT TOURING D,2024.0,629900.0,629900.0,136.0,3.0,178.0
TOYOTA,TUNDRA,3.5 HEV TRD PRO AUTO 4WD,TOYOTA,TUNDRA,TRD PRO HEV,2025.0,1677000.0,1677000.0,437.0,6.0,143.0
FORD,BRONCO,2.7 V6 HERITAGE AUTO 4WD,FORD,BRONCO,HERITAGE 4 PUERTAS 2.7L GTDI,2023.0,1489000.0,1239000.0,330.0,3.0,674.0
KIA,K3,(O)1.6 L AUTO,KIA,K3,L AT,2024.0,318400.0,318400.0,121.0,2.0,12007.0
KIA,K3,(O)1.6 LX,KIA,K3,LX MT,2024.0,343400.0,343400.0,121.0,2.0,7428.0
KIA,K3,(O)1.6 LX AUTO,KIA,K3,LX AT,2024.0,357400.0,357400.0,121.0,2.0,7981.0
KIA,K3,(O)1.6 EX,KIA,K3,EX MT,2024.0,370000.0,370000.0,121.0,2.0,8877.0
KIA,K3,(O)1.6 EX AUTO,KIA,K3,EX AT,2024.0,381500.0,381500.0,121.0,2.0,4115.0
KIA,K3,(O)1.6 EX PACK AUTO,KIA,K3,EX PACK AT,2024.0,418400.0,418400.0,121.0,3.0,10463.0
KIA,K3,(O)2.0 GT LINE AUTO,KIA,K3,GT LINE,2024.0,460400.0,460400.0,150.0,3.0,9225.0
ACURA,INTEGRA,(O)2.0 TYPE-S,ACURA,INTEGRA,TYPE S,2024.0,1099900.0,1099900.0,315.0,3.0,140.0
CADILLAC,LYRIQ,BEV 102KWH LUXURY F AUTO AWD,CADILLAC,LYRIQ,LUXURY F,2024.0,1914400.0,1549000.0,500.0,6.0,23.0
CUPRA,LEON,2.0 190HP DCT,CUPRA,LEON,LEN 190HP DSG,2024.0,634900.0,607900.0,190.0,2.0,80.0
CHEVROLET,MONTANA,(O)1.2 TURBO RS B AUTO,CHEVROLET,MONTANA,RS B,2024.0,581900.0,581900.0,130.0,3.0,778.0
FORD,EXPEDITION,3.5 TIMBERLINE AUTO 4WD,FORD,EXPEDITION,TIMBERLINE,2024.0,1775000.0,1580000.0,440.0,6.0,55.0
BAIC,SENOVA X25,1.5 TOP AUTO,BAIC,X35,1.5T CVT,2023.0,407000.0,372000.0,148.0,0.0,631.0
BAIC,X35,1.5 TURBO CVT,BAIC,X35,1.5T CVT,2025.0,474300.0,329900.0,148.0,0.0,27.0
GWM,ORA 03,BEV 48KWH PREMIUM AUTO,GWM,ORA 03,48KWH PREMIUM,2024.0,536900.0,466900.0,171.0,4.0,69.0
GWM,ORA 03,BEV 63WH LUXURY AUTO,GWM,ORA 03,63KWH LUXURY,2024.0,599900.0,574900.0,171.0,6.0,131.0
BMW,SERIES 7,(O)3.0 750E PHEV XDRIVE AUTO,BMW,SERIE 7 SEDAN,750E XDRIVE,2024.0,2700000.0,2500000.0,489.0,3.0,90.0
BMW,IX,(O)BEV 112KWH M60 AUTO,BMW,IX,M60,2024.0,2710000.0,2460000.0,619.0,6.0,86.0
CUPRA,ATECA,2.0 TSI TRIBE DCT 4WD,CUPRA,ATECA,TSI TRIBE DSG 4DRIVE,2023.0,1036900.0,930541.0,300.0,4.0,29.0
JAGUAR,F-PACE,2.0 P250 SE AUTO AWD,JAGUAR,F-PACE,R-DYNAMIC SE GASOLINA 250PS,2024.0,1693900.0,1693900.0,250.0,5.0,163.0
LAND ROVER,DISCOVERY SPORT,2.0 MHEV P250 S AUTO AWD,LAND ROVER,DISCOVERY SPORT,S MHEV 250PS,2024.0,1136900.0,1136900.0,249.0,6.0,777.0
VOLKSWAGEN,GOLF,2.0 TSI GTI AUTO,VOLKSWAGEN,GOLF,GTI,2024.0,819070.0,790070.0,241.0,5.0,1604.0
GWM,HAVAL JOLION,1.5 HEV LUXURY AUTO,GWM,HAVAL JOLION,HIBRIDA LUXURY,2024.0,574900.0,534900.0,188.0,5.0,1444.0
GWM,HAVAL JOLION,(O)1.5 PREMIUM DCT,GWM,HAVAL JOLION,GASOLINA PREMIUM,2024.0,429900.0,399900.0,181.0,3.0,4.0
GWM,HAVAL JOLION,(O)1.5 LUXURY DCT,GWM,HAVAL JOLION,GASOLINA LUXURY,2024.0,489200.0,474200.0,181.0,5.0,12.0
GWM,HAVAL JOLION,1.5 HEV PREMIUM AUTO,GWM,HAVAL JOLION,HIBRIDA PREMIUM,2024.0,514900.0,474900.0,188.0,3.0,1433.0
LAND ROVER,DISCOVERY SPORT,(O)1.5 PHEV P300 R-DYNAMIC SE AUTO AWD,LAND ROVER,DISCOVERY SPORT,DYNAMIC SE MHEV 250PS,2024.0,1232900.0,1232900.0,200.0,6.0,1916.0
KIA,EV6,BEV 77.4KWH GT 4WD AUTO,KIA,EV6,GT LINE,2024.0,1174900.0,1174900.0,320.0,7.0,31805.0
DODGE,CHARGER,6.2 SRT WIDEBODY RED EYE AUTO,DODGE,CHARGER,SRT WIDEBODY RED EYE,2023.0,2205000.0,2205000.0,797.0,3.0,10.0
FORD,MAVERICK,2.5 HEV LARIAT CVT,FORD,MAVERICK,LARIAT SUPERCREW FWD 2.5L HYBRID,2024.0,845000.0,745000.0,191.0,2.0,718.0
CUPRA,FORMENTOR,2.0 TSI TRIBE 4WD,CUPRA,FORMENTOR,TSI TRIBE EDITION,2024.0,994900.0,904900.0,310.0,3.0,53.0
CUPRA,FORMENTOR,1.4 PHEV AUTO,CUPRA,FORMENTOR,1.4 PHEV,2024.0,904900.0,792900.0,245.0,5.0,561.0
RENAULT,KWID,BEV 27KWH E-TECH,RENAULT,KWID,27KWH E-TECH,2024.0,357000.0,357000.0,65.0,2.0,238.0
LAND ROVER,RANGE ROVER,4.4 MHEV P615 SV AUTO AWD,LAND ROVER,RANGE ROVER,SV SWB MHEV 615PS,2024.0,5440900.0,5440900.0,615.0,4.0,800.0
LAND ROVER,RANGE ROVER,(O)3.0 MHEV P400 AUTOBIOGRAPHY AUTO AWD,LAND ROVER,RANGE ROVER,AUTOBIOGRAPHY LWB PHEV 460PS,2024.0,4152900.0,4152900.0,460.0,4.0,2115.0
LAND ROVER,RANGE ROVER SPORT,(O)3.0 PHEV P460 AUTOBIOGRAPHY AUTO AWD,LAND ROVER,RANGE ROVER SPORT,AUTOBIOGRAPHY PHEV 460PS,2024.0,2649900.0,2649900.0,460.0,6.0,2536.0
LAND ROVER,RANGE ROVER SPORT,(O)3.0 PHEV P460 DYNAMIC SE AUTO AWD,LAND ROVER,RANGE ROVER SPORT,DYNAMIC SE PHEV 460PS,2024.0,2367900.0,2367900.0,460.0,6.0,1620.0
LAND ROVER,RANGE ROVER EVOQUE,2.0 MHEV P200 S AUTO AWD,LAND ROVER,RANGE ROVER EVOQUE,S MHEV 200PS,2024.0,1191900.0,1091900.0,200.0,6.0,508.0
LAND ROVER,RANGE ROVER EVOQUE,2.0 MHEV P250 DYNAMIC SE AUTO AWD,LAND ROVER,RANGE ROVER EVOQUE,DYNAMIC SE MHEV 249PS,2024.0,1396900.0,1296900.0,249.0,6.0,864.0
LAND ROVER,RANGE ROVER EVOQUE,1.5 PHEV P300 DYNAMIC SE AUTO AWD,LAND ROVER,RANGE ROVER EVOQUE,DYNAMIC SE PHEV 309PS,2024.0,1655900.0,1555900.0,309.0,6.0,755.0
JEEP,RENEGADE,1.3 SPORT AUTO,JEEP,RENEGADE,SPORT,2024.0,474900.0,454900.0,173.0,2.0,293.0
PORSCHE,CAYENNE COUPE,(O)4.0 V8 TURBO E-HYBRID AUTO,PORSCHE,CAYENNE COUPE,TURBO E-HYBRID COUPE,2024.0,2964789.0,2964789.0,739.0,4.0,411.0
PORSCHE,CAYENNE,(O)4.0 TURBO AUTO 4WD,PORSCHE,CAYENNE,TURBO E-HYBRID,2024.0,2824789.0,2824789.0,739.0,3.0,478.0
PORSCHE,CAYENNE,3.0 E-HYBRID AUTO 4WD,PORSCHE,CAYENNE,S E-HYBRID,2024.0,2394789.0,2394789.0,519.0,4.0,4268.0
PORSCHE,PANAMERA,4.0 V8 TURBO E-HYBRID DCT,PORSCHE,PANAMERA,TURBO E-HYBRID,2024.0,3958000.0,3958000.0,680.0,3.0,2.0
ALFA ROMEO,GIULIA,2.0 COMPETIZIONE AUTO,ALFA ROMEO,GIULIA,COMPETIZIONE,2024.0,1225000.0,1225000.0,280.0,5.0,46.0
ALFA ROMEO,GIULIA,2.0 SPRINT AUTO,ALFA ROMEO,GIULIA,SPRINT,2024.0,1032000.0,1032000.0,280.0,5.0,15.0
LINCOLN,NAVIGATOR,(O)3.5 RESERVE AUTO 4WD,LINCOLN,NAVIGATOR,L 4X4 RESERVE BLACK LABEL,2024.0,2994900.0,2639900.0,440.0,7.0,9968.0
LINCOLN,NAVIGATOR,3.5 BLACK LABEL L AUTO 4WD,LINCOLN,NAVIGATOR,L 4X4 3.5L BLACK LABEL,2025.0,3079900.0,2999900.0,440.0,6.0,12.0
ALFA ROMEO,STELVIO,2.0 TI AUTO 4WD,ALFA ROMEO,STELVIO,TI,2024.0,1194000.0,1194000.0,280.0,4.0,16.0
ALFA ROMEO,STELVIO,2.0 COMPETIZIONE AUTO 4WD,ALFA ROMEO,STELVIO,COMPETIZIONE,2024.0,1390000.0,1390000.0,280.0,5.0,541.0
VOLKSWAGEN,SAVEIRO,(O)1.6 CD EXTREME,VOLKSWAGEN,SAVEIRO,EXTREME DOBLE CABINA,2024.0,425070.0,411230.0,109.0,2.0,2206.0
TOYOTA,HIGHLANDER,2.5 HEV NIGHTSHADE AUTO,TOYOTA,HIGHLANDER,NIGHTSHADE,2024.0,971000.0,971000.0,243.0,3.0,8.0
TOYOTA,HIGHLANDER,2.5 HEV NIGHTSHADE AUTO,TOYOTA,HIGHLANDER,NIGHTSHADE HEV,2025.0,980800.0,980800.0,243.0,5.0,443.0
LEXUS,TX,2.4 500H HYBRID F SPORT AUTO 4WD,LEXUS,TX,500H F SPORT,2024.0,1779900.0,1779900.0,366.0,6.0,1143.0
ABARTH,PULSE,1.3 AUTO,ABARTH,PULSE,ABARTH,2024.0,499500.0,484500.0,173.0,3.0,109.0
KIA,K3,(O)1.6 LX,KIA,K3,LX MT,2025.0,347400.0,,,0.0,3253.0
KIA,K3,(O)1.6 EX AUTO,KIA,K3,EX AT,2025.0,389400.0,369400.0,121.0,3.0,1912.0
KIA,K3,(O)1.6 EX PACK AUTO,KIA,K3,EX PACK AT,2025.0,425400.0,405400.0,121.0,5.0,2263.0
